,index,id,member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,pymnt_plan,url,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,collections_12_mths_ex_med,mths_since_last_major_derog,policy_code,application_type,annual_inc_joint,dti_joint,verification_status_joint,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_il_6m,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m
81,626090,59209770,63097501,10000.0,10000.0,10000.0, 60 months,18.25,255.3,E,E1,teacher,10+ years,RENT,60000.0,Not Verified,Aug-2015,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=59209770,,debt_consolidation,Debt consolidation,741xx,OK,28.62,0.0,Mar-1988,2.0,,,15.0,0.0,5584.0,17.7,39.0,f,9577.62,9577.62,1011.06,1011.06,422.38,588.68,0.0,0.0,0.0,Dec-2015,255.3,Feb-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,78426.0,,,,,,,,,,,,31500.0,,,
82,809251,43350789,46377571,15350.0,15350.0,15350.0, 36 months,18.84,561.43,E,E2,Assistant Director,10+ years,RENT,43000.0,Verified,Apr-2015,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=43350789,,small_business,Business,750xx,TX,16.66,0.0,May-1987,2.0,77.0,,6.0,0.0,2100.0,55.0,16.0,f,12278.18,12278.18,5020.74,5020.74,3071.82,1948.92,0.0,0.0,0.0,Jan-2016,561.43,Feb-2016,Jan-2016,0.0,143.0,1.0,INDIVIDUAL,,,,0.0,0.0,21700.0,,,,,,,,,,,,3787.0,,,
83,31755,492333,629605,12000.0,12000.0,12000.0, 36 months,13.48,407.09,C,C3,John H Church Co Inc,10+ years,MORTGAGE,42000.0,Not Verified,Mar-2010,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=492333,  Borrower added on 03/07/10 > We plan on paying off our credit card balances and doing away with those cards. We are trying to not waste any more money than we already have. We were completley turned upside down financially because of major health problems combined with a job loss and a child starting college all at the same time. Praise God we had savings to fall back on but with my wife and I both losing our jobs and both of us having major surgery over the past four years we have had to rely on credit cards to help us out and when the dust settled we were deep in the hole and not able to catch up. Financially we are coming back around and just need help overcoming these high interest rates. We are determind to set our goal and see it through. Thank you for reading our testimony.<br/>,credit_card,New Beginnings,131xx,NY,20.57,0.0,Oct-1993,0.0,39.0,,9.0,0.0,25881.0,74.2,19.0,f,0.0,0.0,12641.67,12641.67,12000.0,641.67,0.0,0.0,0.0,Aug-2010,11020.6,,Sep-2010,0.0,,1.0,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,
84,373006,18485625,20648273,6625.0,6625.0,6625.0, 36 months,14.49,228.01,C,C4,Teller,< 1 year,MORTGAGE,35000.0,Not Verified,Jun-2014,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=18485625,,debt_consolidation,Debt consolidation,386xx,MS,34.84,0.0,May-1999,1.0,69.0,,14.0,0.0,8040.0,26.4,33.0,f,3485.17,3485.17,4332.19,4332.19,3139.83,1192.36,0.0,0.0,0.0,Jan-2016,228.01,Feb-2016,Jan-2016,0.0,69.0,1.0,INDIVIDUAL,,,,0.0,0.0,180126.0,,,,,,,,,,,,30500.0,,,
85,657964,56563097,60244832,9000.0,9000.0,9000.0, 36 months,12.29,300.18,C,C1,Management,7 years,MORTGAGE,47000.0,Source Verified,Jul-2015,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=56563097,,other,Other,871xx,NM,6.82,0.0,Sep-2004,1.0,75.0,,25.0,0.0,10628.0,56.5,43.0,w,7938.45,7938.45,1488.61,1488.61,1061.55,427.06,0.0,0.0,0.0,Jan-2016,300.18,Jan-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,4197.0,243018.0,,,,,,,,,,,,18800.0,,,
86,826239,41870422,44817143,10000.0,10000.0,10000.0, 36 months,10.99,327.34,B,B4,Patient Access,5 years,OWN,28000.0,Source Verified,Mar-2015,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=41870422,,credit_card,Credit card refinancing,119xx,NY,26.45,0.0,Sep-2002,2.0,65.0,,9.0,0.0,19215.0,76.9,20.0,f,7542.86,7542.86,3267.29,3267.29,2457.14,810.15,0.0,0.0,0.0,Jan-2016,327.34,Feb-2016,Jan-2016,0.0,65.0,1.0,INDIVIDUAL,,,,0.0,0.0,31132.0,,,,,,,,,,,,25000.0,,,
87,88095,7275641,8917736,12000.0,12000.0,11900.0, 36 months,9.99,387.15,B,B1,Solomon Page Group - LLC,2 years,RENT,100000.0,Not Verified,Sep-2013,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=7275641,,debt_consolidation,Debt Consolidation,088xx,NJ,5.62,0.0,Nov-2008,0.0,,,10.0,0.0,11324.0,46.2,13.0,f,3347.25,3319.36,10448.25,10361.17,8652.75,1795.5,0.0,0.0,0.0,Dec-2015,387.15,Feb-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,18039.0,,,,,,,,,,,,24500.0,,,
88,849382,40421185,43285933,7000.0,7000.0,7000.0, 36 months,11.99,232.47,B,B5,service desk associate,10+ years,RENT,15500.0,Verified,Feb-2015,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=40421185,,debt_consolidation,Debt consolidation,015xx,MA,7.13,0.0,May-2006,0.0,,,3.0,0.0,3075.0,90.4,4.0,w,5120.14,5120.14,2552.51,2552.51,1879.86,672.65,0.0,0.0,0.0,Jan-2016,232.47,Feb-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,3075.0,,,,,,,,,,,,3400.0,,,
89,238741,36270623,38981970,8000.0,8000.0,7900.0, 36 months,11.44,263.58,B,B4,Library Assistant,10+ years,OWN,32000.0,Source Verified,Dec-2014,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=36270623,,credit_card,Credit card refinancing,381xx,TN,21.91,2.0,May-1998,2.0,21.0,,7.0,0.0,9259.0,80.5,19.0,f,5420.66,5352.9,3445.57,3402.5,2579.34,866.23,0.0,0.0,0.0,Jan-2016,263.58,Feb-2016,Jan-2016,0.0,21.0,1.0,INDIVIDUAL,,,,0.0,117.0,24727.0,,,,,,,,,,,,11500.0,,,
90,454876,10716233,12608339,6000.0,6000.0,6000.0, 36 months,13.98,205.01,C,C1,Administrative Director,< 1 year,MORTGAGE,40000.0,Not Verified,Jan-2014,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=10716233,  Borrower added on 01/21/14 > I will be using the loan to pay off two accounts. One credit card and one very high interest loan. This will enable me to pay them off and have this loan paid in 3 years intead of paying for 20 years and never getting the other loans paid off.<br>,debt_consolidation,Debt consolidation,852xx,AZ,10.92,0.0,Oct-2000,0.0,,,6.0,0.0,8377.0,76.9,17.0,f,2459.98,2459.98,4714.93,4714.93,3540.02,1174.91,0.0,0.0,0.0,Dec-2015,205.01,Feb-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,9925.0,,,,,,,,,,,,10900.0,,,
91,73027,8275580,10017682,26500.0,26500.0,26500.0, 60 months,25.57,786.7,F,F5,Poker Dealer,9 years,MORTGAGE,70000.0,Source Verified,Nov-2013,Charged Off,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=8275580,,debt_consolidation,Debt consolidation,982xx,WA,20.4,0.0,Dec-2004,1.0,,,9.0,0.0,19232.0,74.8,17.0,w,0.0,0.0,4720.2,4720.2,1405.19,3315.01,0.0,0.0,0.0,May-2014,786.7,,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,50936.0,,,,,,,,,,,,25700.0,,,
92,537742,63509879,67852731,1200.0,1200.0,1200.0, 36 months,11.49,39.57,B,B5,Investments Representative,10+ years,MORTGAGE,82000.0,Not Verified,Nov-2015,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=63509879,,medical,Medical expenses,604xx,IL,13.38,1.0,Mar-1990,3.0,22.0,,11.0,0.0,19503.0,32.2,28.0,f,1143.57,1143.57,78.37,78.37,56.43,21.94,0.0,0.0,0.0,Jan-2016,39.57,Feb-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,184656.0,,,,,,,,,,,,60500.0,,,
93,568435,62256580,66453330,13000.0,13000.0,13000.0, 36 months,5.32,391.5,A,A1,Director Practice Management,7 years,RENT,165000.0,Not Verified,Oct-2015,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=62256580,,debt_consolidation,Debt consolidation,941xx,CA,7.66,0.0,Aug-2002,0.0,,,17.0,0.0,14932.0,22.9,33.0,w,11993.95,11993.95,1166.82,1166.82,1006.05,160.77,0.0,0.0,0.0,Jan-2016,391.5,Feb-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,32508.0,,,,,,,,,,,,65100.0,,,
94,715194,51828585,55258361,12000.0,12000.0,12000.0, 60 months,9.99,254.91,B,B3,Restaurant Manager,2 years,RENT,90000.0,Source Verified,Jun-2015,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=51828585,,credit_card,Credit card refinancing,891xx,NV,11.96,1.0,Jun-2002,1.0,15.0,,15.0,0.0,18628.0,45.7,30.0,w,11050.37,11050.37,1544.14,1544.14,949.63,594.51,0.0,0.0,0.0,Jan-2016,254.91,Feb-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,23176.0,,,,,,,,,,,,40800.0,,,
95,784564,46234492,49342215,3000.0,3000.0,3000.0, 36 months,12.69,100.64,C,C2,Attorney,1 year,RENT,77000.0,Source Verified,Apr-2015,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=46234492,,other,Other,118xx,NY,11.75,0.0,Sep-2007,0.0,,,7.0,0.0,5970.0,71.9,7.0,f,2352.87,2352.87,903.64,903.64,647.13,256.51,0.0,0.0,0.0,Jan-2016,100.64,Feb-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,70524.0,,,,,,,,,,,,8300.0,,,
96,175082,2838526,3421143,16000.0,16000.0,16000.0, 36 months,6.62,491.26,A,A2,dhs,10+ years,MORTGAGE,122715.0,Not Verified,Jan-2013,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=2838526,  Borrower added on 01/03/13 > I will consolidate all credit card debt to this lower interest loan in order to pay it off much sooner.  I have been gainfully employed for over 26 years without fail and am very committed to paying off all of my debt.  Thank you for your interest in making this possible.<br>,debt_consolidation,consolidation,919xx,CA,10.08,0.0,Jul-1993,1.0,,,17.0,0.0,18114.0,37.6,35.0,f,0.0,0.0,16969.5,16969.5,16000.0,969.5,0.0,0.0,0.0,Feb-2014,11091.25,,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,361583.0,,,,,,,,,,,,48198.0,,,
97,685575,55119929,58690718,30000.0,30000.0,30000.0, 36 months,7.89,938.57,A,A5,Chief Operating Officer,5 years,MORTGAGE,200000.0,Verified,Jul-2015,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=55119929,,debt_consolidation,Debt consolidation,300xx,GA,2.11,0.0,Mar-1969,0.0,49.0,,13.0,0.0,478.0,1.2,27.0,w,25478.32,25478.32,5605.12,5605.12,4521.68,1083.44,0.0,0.0,0.0,Jan-2016,938.57,Feb-2016,Jan-2016,0.0,49.0,1.0,INDIVIDUAL,,,,0.0,0.0,608096.0,,,,,,,,,,,,40800.0,,,
98,808387,43500493,46527260,9375.0,9375.0,9375.0, 36 months,14.65,323.39,C,C5,book keeper,10+ years,OWN,22500.0,Verified,Mar-2015,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=43500493,,credit_card,Credit card refinancing,457xx,OH,17.65,0.0,Oct-1984,0.0,,,7.0,0.0,13093.0,51.3,11.0,f,7400.08,7400.08,2902.88,2902.88,1974.92,927.96,0.0,0.0,0.0,Dec-2015,323.39,Feb-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,180.0,13093.0,,,,,,,,,,,,25500.0,,,
99,717006,50606041,53985780,21000.0,21000.0,20900.0, 36 months,6.24,641.15,A,A2,Lead Recruiter,3 years,RENT,100000.0,Source Verified,Jun-2015,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=50606041,,credit_card,Credit card refinancing,908xx,CA,7.06,0.0,Feb-1997,0.0,66.0,,9.0,0.0,12668.0,43.2,14.0,w,17217.75,17135.77,4480.77,4459.43,3782.25,698.52,0.0,0.0,0.0,Jan-2016,641.15,Feb-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,495.0,18911.0,,,,,,,,,,,,29300.0,,,
100,835213,41101272,43977109,4000.0,4000.0,4000.0, 36 months,14.65,137.98,C,C5,,,RENT,12000.0,Source Verified,Feb-2015,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=41101272,,credit_card,Credit card refinancing,923xx,CA,21.2,0.0,Oct-1997,2.0,39.0,79.0,13.0,1.0,3431.0,33.0,27.0,f,3057.93,3057.93,1373.29,1373.29,942.07,431.22,0.0,0.0,0.0,Dec-2015,137.98,Feb-2016,Jan-2016,0.0,39.0,1.0,INDIVIDUAL,,,,0.0,430.0,3431.0,,,,,,,,,,,,10400.0,,,
101,462312,10132372,11983714,35000.0,35000.0,34950.0, 36 months,13.53,1188.25,B,B5,Software Support,5 years,MORTGAGE,80000.0,Verified,Jan-2014,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=10132372,  Borrower added on 01/06/14 > Consolidation of credit card debt.<br><br> Borrower added on 01/06/14 > Consolidate credit card debt.<br>,debt_consolidation,Credit Consolidation,322xx,FL,31.04,0.0,Sep-1987,0.0,,,16.0,0.0,34764.0,58.5,47.0,f,13266.78,13247.83,28517.52,28476.79,21733.22,6784.3,0.0,0.0,0.0,Jan-2016,1188.25,Feb-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,215011.0,,,,,,,,,,,,59400.0,,,
102,59698,8959252,10751163,5000.0,5000.0,5000.0, 36 months,13.67,170.09,B,B5,Director of Clinical Services,7 years,RENT,69800.0,Verified,Nov-2013,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=8959252,,credit_card,payoff,554xx,MN,10.06,0.0,Jul-2003,1.0,43.0,53.0,11.0,1.0,4080.0,86.8,16.0,w,1749.09,1749.09,4252.25,4252.25,3250.91,1001.34,0.0,0.0,0.0,Dec-2015,170.09,Feb-2016,Jan-2016,0.0,43.0,1.0,INDIVIDUAL,,,,0.0,267.0,118524.0,,,,,,,,,,,,4700.0,,,
103,864374,39749337,42573058,9000.0,9000.0,9000.0, 36 months,13.66,306.12,C,C3,Branch Manager,9 years,RENT,55000.0,Source Verified,Jan-2015,Late (31-120 days),n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=39749337,,debt_consolidation,Debt consolidation,920xx,CA,30.38,0.0,Apr-2002,0.0,,,12.0,0.0,23834.0,73.6,22.0,w,7081.25,7081.25,2738.0,2738.0,1918.75,819.25,0.0,0.0,0.0,Oct-2015,306.12,Feb-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,32982.0,,,,,,,,,,,,32400.0,,,
104,453886,10844565,12796716,19000.0,19000.0,19000.0, 60 months,23.4,540.0,E,E5,Sr. Technical Sales Engineer,10+ years,MORTGAGE,72000.0,Verified,Feb-2014,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=10844565,,debt_consolidation,Debt consolidation,923xx,CA,16.55,1.0,Aug-2002,2.0,16.0,,11.0,0.0,15145.0,83.2,22.0,w,14139.12,14139.12,12420.0,12420.0,4860.88,7559.12,0.0,0.0,0.0,Jan-2016,540.0,Feb-2016,Jan-2016,0.0,16.0,1.0,INDIVIDUAL,,,,0.0,0.0,327817.0,,,,,,,,,,,,18200.0,,,
105,500903,66490125,71215837,15125.0,15125.0,15125.0, 36 months,16.55,535.87,D,D2,supervisor,10+ years,MORTGAGE,60000.0,Source Verified,Dec-2015,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=66490125,,debt_consolidation,Debt consolidation,331xx,FL,22.08,1.0,Mar-1995,2.0,17.0,,12.0,0.0,16983.0,74.2,17.0,w,14797.73,14797.73,521.96,521.96,327.27,194.69,0.0,0.0,0.0,Jan-2016,535.87,Feb-2016,Jan-2016,0.0,17.0,1.0,INDIVIDUAL,,,,0.0,0.0,124055.0,,,,,,,,,,,,22900.0,,,
106,859258,39690027,42513767,15625.0,15625.0,15625.0, 60 months,20.99,422.63,E,E4,SHIPPING,10+ years,MORTGAGE,48000.0,Source Verified,Jan-2015,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=39690027,,credit_card,Credit card refinancing,463xx,IN,38.25,0.0,Apr-2004,2.0,,,6.0,0.0,5950.0,91.5,18.0,f,13830.99,13830.99,4630.71,4630.71,1794.01,2836.7,0.0,0.0,0.0,Dec-2015,422.63,Jan-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,75865.0,,,,,,,,,,,,6500.0,,,
107,179677,2364664,2826830,20000.0,20000.0,20000.0, 36 months,8.9,635.07,A,A5,ISC,10+ years,MORTGAGE,150000.0,Verified,Dec-2012,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=2364664,  Borrower added on 12/09/12 > To pay off credit card debt and start saving money.<br>,debt_consolidation,Debt Consolidation,230xx,VA,17.64,1.0,Jan-1997,0.0,20.0,,9.0,0.0,24556.0,52.8,24.0,w,0.0,0.0,22729.65,22729.65,20000.0,2729.65,0.0,0.0,0.0,Apr-2015,5582.76,,May-2015,0.0,20.0,1.0,INDIVIDUAL,,,,0.0,0.0,315759.0,,,,,,,,,,,,46500.0,,,
108,114257,6178787,7670914,16000.0,16000.0,16000.0, 36 months,9.71,514.1,B,B1,NELSON,3 years,OWN,78000.0,Not Verified,Jul-2013,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=6178787,  Borrower added on 07/11/13 > Consolidate various credit cards<br>,credit_card,Consolidation Loan,554xx,MN,7.83,2.0,Aug-1997,0.0,6.0,,12.0,0.0,16573.0,40.8,33.0,f,0.0,0.0,17433.1057191,17433.11,16000.0,1433.11,0.0,0.0,0.0,Aug-2014,11270.75,,Sep-2014,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,237194.0,,,,,,,,,,,,40600.0,,,
109,473405,67799482,72658224,10725.0,10725.0,10725.0, 36 months,13.44,363.65,C,C3,Distribution Coordinator,< 1 year,RENT,40000.0,Verified,Dec-2015,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=67799482,,credit_card,Credit card refinancing,900xx,CA,35.41,0.0,Oct-2000,0.0,,,10.0,0.0,14656.0,67.2,21.0,w,10725.0,10725.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,Feb-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,40976.0,1.0,3.0,1.0,2.0,7.0,26320.0,75.9,2.0,2.0,9175.0,72.5,21800.0,1.0,0.0,4.0
110,510249,65656962,70289806,6800.0,6800.0,6800.0, 36 months,7.89,212.75,A,A5,CAMERA FLYER,< 1 year,RENT,30000.0,Source Verified,Dec-2015,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=65656962,,credit_card,Credit card refinancing,967xx,HI,13.92,0.0,Aug-2000,0.0,,80.0,4.0,1.0,6830.0,85.4,18.0,w,6631.96,6631.96,206.79,206.79,168.04,38.75,0.0,0.0,0.0,Jan-2016,212.75,Feb-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,28024.0,,,,,,,,,,,,8000.0,,,
111,123584,5763601,7195366,17000.0,17000.0,17000.0, 36 months,11.14,557.69,B,B2,Aurora Health Care,5 years,RENT,41000.0,Not Verified,Jun-2013,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=5763601,,debt_consolidation,Get Out From Under Loan,532xx,WI,20.17,0.0,Aug-2000,0.0,,,10.0,0.0,13375.0,73.1,16.0,w,3239.89,3239.89,16730.7,16730.7,13760.11,2970.59,0.0,0.0,0.0,Dec-2015,557.69,Feb-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,26772.0,,,,,,,,,,,,18300.0,,,
112,347188,21060373,23343118,11400.0,11400.0,11400.0, 36 months,7.69,355.61,A,A4,Senior Program Associate,2 years,RENT,67632.62,Not Verified,Jul-2014,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=21060373,,credit_card,Credit card refinancing,112xx,NY,33.77,0.0,Aug-2000,0.0,,,11.0,0.0,10244.0,78.8,32.0,f,6027.27,6027.27,6400.98,6400.98,5372.73,1028.25,0.0,0.0,0.0,Jan-2016,355.61,Feb-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,318763.0,,,,,,,,,,,,13000.0,,,
113,278390,31327316,33900543,11550.0,11550.0,11550.0, 36 months,8.39,364.02,A,A5,sales support,2 years,RENT,33000.0,Source Verified,Oct-2014,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=31327316,,credit_card,Credit card refinancing,365xx,AL,21.38,1.0,Apr-2006,0.0,20.0,,6.0,0.0,11029.0,65.6,13.0,w,7398.91,7398.91,5090.9,5090.9,4151.09,939.81,0.0,0.0,0.0,Dec-2015,364.02,Feb-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,14611.0,,,,,,,,,,,,16800.0,,,
114,385194,16642213,18884749,15000.0,15000.0,15000.0, 36 months,12.99,505.34,C,C1,Project Electrical Engineer,9 years,MORTGAGE,105000.0,Not Verified,May-2014,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=16642213,,debt_consolidation,Debt consolidation,080xx,NJ,30.42,1.0,Dec-2003,2.0,23.0,,22.0,0.0,8021.0,42.9,45.0,w,7808.13,7808.13,9601.46,9601.46,7191.87,2409.59,0.0,0.0,0.0,Dec-2015,505.34,Feb-2016,Jan-2016,0.0,27.0,1.0,INDIVIDUAL,,,,0.0,0.0,461982.0,,,,,,,,,,,,18700.0,,,
115,825809,41940470,44887202,6000.0,6000.0,6000.0, 36 months,12.29,200.12,C,C1,logistics Mgmt Specialist,10+ years,MORTGAGE,64000.0,Not Verified,Mar-2015,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=41940470,,other,Other,731xx,OK,23.01,4.0,Nov-1995,1.0,8.0,,17.0,0.0,7095.0,40.8,58.0,w,4554.57,4554.57,2027.1,2027.1,1445.43,551.67,30.0,0.0,0.0,Jan-2016,200.12,Feb-2016,Jan-2016,0.0,38.0,1.0,INDIVIDUAL,,,,0.0,0.0,371229.0,,,,,,,,,,,,17400.0,,,
116,426143,13045577,15077775,9550.0,9550.0,9550.0, 36 months,15.61,333.92,C,C5,mechanic,5 years,OWN,30000.0,Not Verified,Mar-2014,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=13045577,  Borrower added on 03/13/14 > just need to get my bills lowered<br>,debt_consolidation,Debt consolidation,567xx,MN,17.04,0.0,Oct-2007,0.0,65.0,,10.0,0.0,4821.0,76.5,15.0,w,4248.52,4248.52,7346.24,7346.24,5301.48,2044.76,0.0,0.0,0.0,Jan-2016,333.92,Feb-2016,Jan-2016,0.0,65.0,1.0,INDIVIDUAL,,,,0.0,0.0,10469.0,,,,,,,,,,,,6300.0,,,
117,201812,1487375,1746577,20050.0,20050.0,20025.0, 60 months,18.49,514.5,D,D2,Pacific Drilling ,3 years,MORTGAGE,270000.0,Verified,Sep-2012,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1487375,  Borrower added on 08/21/12 > I have acquired a home property in Texas and an escrow account was established for payment of my property taxes.The bank has made a calculation mistake on my taxes Now; I am faced with having to pay for two year of taxes immediately.<br>,other,Other,773xx,TX,10.4,0.0,Apr-2006,3.0,,,14.0,0.0,8104.0,38.2,35.0,f,0.0,0.0,29386.6900121,29350.05,20050.0,9336.69,0.0,0.0,0.0,Jan-2016,9321.19,,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,131776.0,,,,,,,,,,,,21200.0,,,
118,862876,39740031,42563783,24000.0,24000.0,24000.0, 36 months,9.49,768.68,B,B2,Veterinarian,10+ years,RENT,80000.0,Source Verified,Jan-2015,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=39740031,,debt_consolidation,Debt consolidation,926xx,CA,38.61,0.0,Oct-1988,0.0,,58.0,14.0,4.0,14705.0,55.9,21.0,w,16743.19,16743.19,9192.53,9192.53,7256.81,1935.72,0.0,0.0,0.0,Jan-2016,768.68,Feb-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,100356.0,,,,,,,,,,,,26300.0,,,
119,208816,1408557,1658042,9000.0,9000.0,8975.0, 36 months,6.62,276.34,A,A2,Wayne County ,10+ years,MORTGAGE,60000.0,Not Verified,Jul-2012,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1408557,  Borrower added on 07/07/12 > above ground pool<br>,home_improvement,Home improvement,275xx,NC,17.86,0.0,Jun-1991,0.0,,,5.0,0.0,7387.0,84.9,16.0,f,0.0,0.0,9946.49552346,9918.88,9000.0,946.5,0.0,0.0,0.0,Jul-2015,285.24,,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,
120,879301,38574265,41357991,24000.0,24000.0,24000.0, 60 months,14.31,562.31,C,C4,engineer,6 years,MORTGAGE,70995.0,Source Verified,Jan-2015,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=38574265,,debt_consolidation,Debt consolidation,145xx,NY,23.5,0.0,Oct-2002,0.0,54.0,,14.0,0.0,12527.0,49.7,35.0,f,20460.49,20460.49,6728.64,6728.64,3539.51,3189.13,0.0,0.0,0.0,Jan-2016,562.31,Feb-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,125785.0,,,,,,,,,,,,25200.0,,,
121,363588,18926110,15229329,10850.0,10850.0,10850.0, 36 months,18.24,393.57,D,D5,Chef,2 years,OWN,32000.0,Source Verified,Jul-2014,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=18926110,,home_improvement,Home improvement,604xx,IL,11.29,1.0,Feb-1993,0.0,5.0,,17.0,0.0,1879.0,5.6,28.0,f,6156.88,6156.88,7084.26,7084.26,4693.12,2391.14,0.0,0.0,0.0,Jan-2016,393.57,Feb-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,22636.0,,,,,,,,,,,,33600.0,,,
